customer_id,recencia_dias,frecuencia_compras,ticket_promedio,total_gastado,antiguedad_dias,score_satisfaccion,n_categorias,usa_app,n_tickets_soporte,region,canal_adquisicion,churn,segmento_latente,segmento_id,segmento_nombre,churn_prob,accion
C01139,63,1,131.5,112.14,1476,4.0,1,0,0,Arequipa,Email,0,at_risk,3,Inactivos,0.278,📧 Newsletter personalizado + recomendaciones
C01140,22,15,242.24,3568.27,498,4.4,4,0,1,Cusco,Paid Search,0,loyal,1,Leales,0.035,✅ Programa de fidelización estándar
C01141,41,8,231.64,1880.74,659,3.5,6,0,0,Lima,Orgánico,0,loyal,1,Leales,0.109,✅ Programa de fidelización estándar
C01142,13,21,280.43,6147.86,1364,4.5,6,1,0,Arequipa,Social,0,champion,0,Champions,0.014,✅ Programa de fidelización estándar
C01143,119,3,43.32,127.44,424,2.4,6,1,3,Arequipa,Email,0,lost,3,Inactivos,0.294,📧 Newsletter personalizado + recomendaciones
C01144,9,1,77.95,93.08,143,3.8,5,0,0,Lima,Orgánico,1,new,4,Nuevos,0.794,🚨 Intervención urgente: llamada + descuento 20%
C01145,237,2,59.17,138.44,1255,1.5,5,1,1,Cusco,Paid Search,1,lost,3,Inactivos,0.938,🚨 Intervención urgente: llamada + descuento 20%
C01146,16,15,299.83,4232.47,492,4.0,2,0,0,Trujillo,Directo,1,champion,0,Champions,0.151,✅ Programa de fidelización estándar
C01147,92,6,124.99,757.27,571,2.4,5,1,2,Arequipa,Paid Search,1,at_risk,3,Inactivos,0.885,🚨 Intervención urgente: llamada + descuento 20%
C01148,247,4,54.31,190.48,1417,2.9,3,0,2,Cusco,Paid Search,1,lost,3,Inactivos,0.823,🚨 Intervención urgente: llamada + descuento 20%
C01149,161,1,63.83,56.6,276,2.5,2,1,1,Cusco,Paid Search,1,lost,3,Inactivos,0.964,🚨 Intervención urgente: llamada + descuento 20%
C01150,20,13,290.09,3109.91,1646,4.3,3,0,0,Trujillo,Orgánico,0,champion,1,Leales,0.015,✅ Programa de fidelización estándar
C01151,20,20,331.81,5682.28,1299,4.3,2,0,1,Cusco,Paid Search,0,champion,0,Champions,0.046,✅ Programa de fidelización estándar
C01152,135,1,62.17,60.04,1237,3.3,3,1,4,Arequipa,Paid Search,1,lost,3,Inactivos,0.978,🚨 Intervención urgente: llamada + descuento 20%
C01153,69,5,160.98,737.71,1466,3.0,2,0,0,Arequipa,Orgánico,0,at_risk,3,Inactivos,0.844,🚨 Intervención urgente: llamada + descuento 20%
C01154,25,6,168.13,908.2,302,3.7,4,1,0,Arequipa,Social,1,loyal,3,Inactivos,0.764,🚨 Intervención urgente: llamada + descuento 20%
C01155,11,20,380.16,8120.04,574,5.0,6,0,0,Trujillo,Paid Search,0,champion,0,Champions,0.016,✅ Programa de fidelización estándar
C01156,60,9,118.49,1171.48,1667,3.4,4,0,0,Lima,Social,1,at_risk,3,Inactivos,0.834,🚨 Intervención urgente: llamada + descuento 20%
C01157,3,2,77.51,107.71,1330,3.9,2,1,1,Cusco,Social,0,new,4,Nuevos,0.083,✅ Programa de fidelización estándar
C01158,9,1,66.2,77.35,652,3.7,1,1,0,Cusco,Orgánico,0,new,4,Nuevos,0.214,✅ Programa de fidelización estándar
C01159,48,3,84.62,292.19,1552,4.6,2,0,1,Lima,Email,0,at_risk,3,Inactivos,0.145,✅ Programa de fidelización estándar
C01160,70,6,144.78,958.04,747,4.4,1,0,1,Cusco,Paid Search,0,at_risk,3,Inactivos,0.68,⚠️ Email win-back + cupón 15%
C01161,18,23,219.93,4759.08,807,3.8,6,1,0,Lima,Social,0,champion,0,Champions,0.089,✅ Programa de fidelización estándar
C01162,101,5,112.63,567.7,1050,3.7,3,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.092,✅ Programa de fidelización estándar
C01163,88,7,148.59,945.66,519,3.4,2,0,1,Trujillo,Email,1,at_risk,3,Inactivos,0.763,🚨 Intervención urgente: llamada + descuento 20%
C01164,61,2,153.08,384.92,244,3.5,1,1,1,Lima,Email,0,at_risk,3,Inactivos,0.157,✅ Programa de fidelización estándar
C01165,99,3,125.41,328.05,1156,4.2,6,1,0,Trujillo,Paid Search,0,at_risk,3,Inactivos,0.098,✅ Programa de fidelización estándar
C01166,27,10,145.92,1359.88,619,3.9,2,1,0,Cusco,Orgánico,1,loyal,1,Leales,0.74,🚨 Intervención urgente: llamada + descuento 20%
C01167,16,19,341.28,6293.41,204,4.3,4,1,1,Lima,Email,1,champion,0,Champions,0.785,🚨 Intervención urgente: llamada + descuento 20%
C01168,44,14,208.7,2951.69,81,2.7,4,0,0,Lima,Email,0,loyal,1,Leales,0.023,✅ Programa de fidelización estándar
C01169,19,17,329.76,5844.08,326,4.3,2,0,1,Lima,Paid Search,0,champion,0,Champions,0.062,✅ Programa de fidelización estándar
C01170,29,9,166.1,1206.71,204,4.0,2,0,0,Arequipa,Email,0,loyal,1,Leales,0.126,✅ Programa de fidelización estándar
C01171,5,1,66.0,72.02,998,4.6,5,0,0,Piura,Paid Search,0,new,4,Nuevos,0.066,✅ Programa de fidelización estándar
C01172,108,5,102.15,551.33,372,3.5,6,0,1,Arequipa,Email,1,at_risk,3,Inactivos,0.897,🚨 Intervención urgente: llamada + descuento 20%
C01173,46,4,53.55,236.6,1764,4.3,4,1,1,Lima,Orgánico,0,at_risk,3,Inactivos,0.217,✅ Programa de fidelización estándar
C01174,4,1,100.73,104.39,629,3.9,3,1,0,Arequipa,Social,0,new,4,Nuevos,0.054,✅ Programa de fidelización estándar
C01175,1,1,90.54,134.87,200,3.9,2,1,1,Lima,Paid Search,1,new,2,En Riesgo,0.943,🚨 Intervención urgente: llamada + descuento 20%
C01176,82,3,135.08,378.8,1090,3.6,5,1,0,Trujillo,Paid Search,1,at_risk,3,Inactivos,0.84,🚨 Intervención urgente: llamada + descuento 20%
C01177,181,1,49.27,43.36,1688,2.1,6,0,5,Lima,Orgánico,1,lost,3,Inactivos,0.939,🚨 Intervención urgente: llamada + descuento 20%
C01178,33,11,221.12,2154.93,1254,3.3,2,1,0,Trujillo,Orgánico,0,loyal,1,Leales,0.05,✅ Programa de fidelización estándar
C01179,26,10,143.83,1409.26,1117,3.6,4,1,1,Lima,Paid Search,1,loyal,1,Leales,0.827,🚨 Intervención urgente: llamada + descuento 20%
C01180,67,4,147.11,577.6,1539,3.5,1,1,0,Piura,Paid Search,0,at_risk,3,Inactivos,0.835,🚨 Intervención urgente: llamada + descuento 20%
C01181,175,1,65.8,75.23,484,2.4,6,0,1,Lima,Social,1,lost,3,Inactivos,0.971,🚨 Intervención urgente: llamada + descuento 20%
C01182,227,2,62.55,128.22,1753,4.1,1,1,3,Arequipa,Orgánico,0,lost,3,Inactivos,0.922,🚨 Intervención urgente: llamada + descuento 20%
C01183,42,12,165.03,2007.5,756,3.7,4,1,0,Piura,Paid Search,0,loyal,1,Leales,0.605,⚠️ Email win-back + oferta exclusiva VIP
C01184,22,12,216.47,2264.97,1462,3.8,3,0,1,Lima,Paid Search,0,loyal,1,Leales,0.069,✅ Programa de fidelización estándar
C01185,113,1,49.64,59.46,916,2.9,6,0,3,Piura,Orgánico,0,lost,3,Inactivos,0.96,🚨 Intervención urgente: llamada + descuento 20%
C01186,21,10,230.59,1942.82,1035,3.9,5,1,2,Arequipa,Orgánico,1,loyal,1,Leales,0.83,🚨 Intervención urgente: llamada + descuento 20%
C01187,87,9,75.58,701.06,784,3.8,2,1,0,Lima,Paid Search,0,at_risk,3,Inactivos,0.049,✅ Programa de fidelización estándar
C01188,211,2,49.44,119.93,179,4.0,2,1,4,Lima,Paid Search,1,lost,3,Inactivos,0.955,🚨 Intervención urgente: llamada + descuento 20%
C01189,177,2,93.19,125.6,1555,3.1,2,0,1,Trujillo,Paid Search,1,lost,3,Inactivos,0.893,🚨 Intervención urgente: llamada + descuento 20%
C01190,179,2,117.77,199.14,665,2.1,5,0,2,Lima,Paid Search,1,lost,3,Inactivos,0.946,🚨 Intervención urgente: llamada + descuento 20%
C01191,4,1,107.91,110.64,996,3.6,5,0,0,Arequipa,Email,0,new,4,Nuevos,0.046,✅ Programa de fidelización estándar
C01192,83,5,101.18,421.61,739,3.5,4,0,0,Lima,Orgánico,1,at_risk,3,Inactivos,0.808,🚨 Intervención urgente: llamada + descuento 20%
C01193,149,2,44.35,91.51,1601,3.5,5,0,3,Arequipa,Paid Search,0,lost,3,Inactivos,0.201,✅ Programa de fidelización estándar
C01194,103,5,150.57,785.25,307,3.9,2,1,2,Lima,Directo,0,at_risk,3,Inactivos,0.03,✅ Programa de fidelización estándar
C01195,38,12,192.96,2175.54,64,3.3,6,1,0,Cusco,Paid Search,1,loyal,1,Leales,0.806,🚨 Intervención urgente: llamada + descuento 20%
C01196,8,20,218.21,4302.82,1678,4.4,2,1,0,Piura,Email,1,champion,0,Champions,0.775,🚨 Intervención urgente: llamada + descuento 20%
C01197,42,12,197.12,2729.27,204,3.5,5,0,1,Piura,Paid Search,0,loyal,1,Leales,0.212,✅ Programa de fidelización estándar
C01198,75,5,108.64,506.33,1086,3.3,5,0,0,Trujillo,Social,1,at_risk,3,Inactivos,0.783,🚨 Intervención urgente: llamada + descuento 20%
C01199,81,5,190.06,1063.45,1778,4.0,4,0,0,Lima,Social,1,at_risk,3,Inactivos,0.906,🚨 Intervención urgente: llamada + descuento 20%
C01200,163,1,62.85,74.98,744,2.7,1,0,0,Trujillo,Paid Search,1,lost,3,Inactivos,0.95,🚨 Intervención urgente: llamada + descuento 20%
C01201,34,10,185.7,2066.6,1450,3.4,5,0,0,Lima,Directo,0,loyal,1,Leales,0.177,✅ Programa de fidelización estándar
C01202,25,10,122.55,1285.84,283,3.1,1,1,1,Lima,Orgánico,0,loyal,1,Leales,0.18,✅ Programa de fidelización estándar
C01203,5,2,50.81,123.41,597,3.9,3,0,1,Lima,Orgánico,0,new,4,Nuevos,0.13,✅ Programa de fidelización estándar
C01204,3,21,290.27,5166.17,352,4.4,1,0,0,Lima,Social,0,champion,0,Champions,0.162,✅ Programa de fidelización estándar
C01205,121,6,148.73,832.36,42,5.0,5,0,0,Trujillo,Social,0,at_risk,3,Inactivos,0.242,✅ Programa de fidelización estándar
C01206,47,2,82.08,119.45,79,4.1,2,0,0,Arequipa,Orgánico,1,at_risk,3,Inactivos,0.946,🚨 Intervención urgente: llamada + descuento 20%
C01207,49,1,61.75,72.45,1286,3.2,2,1,3,Lima,Paid Search,1,at_risk,3,Inactivos,0.752,🚨 Intervención urgente: llamada + descuento 20%
C01208,5,10,380.37,3769.89,982,4.4,5,1,0,Lima,Orgánico,1,champion,0,Champions,0.76,🚨 Intervención urgente: llamada + descuento 20%
C01209,20,18,369.13,7580.74,1023,3.9,4,0,0,Piura,Paid Search,1,champion,0,Champions,0.8,🚨 Intervención urgente: llamada + descuento 20%
C01210,20,22,413.22,8513.12,1593,4.5,6,1,1,Lima,Social,0,champion,0,Champions,0.041,✅ Programa de fidelización estándar
C01211,87,2,189.1,345.9,645,3.7,5,1,0,Lima,Paid Search,1,at_risk,3,Inactivos,0.879,🚨 Intervención urgente: llamada + descuento 20%
C01212,104,5,61.91,262.44,895,3.8,5,0,1,Lima,Paid Search,1,at_risk,3,Inactivos,0.948,🚨 Intervención urgente: llamada + descuento 20%
C01213,32,7,211.38,1443.09,125,4.2,6,0,0,Trujillo,Paid Search,0,loyal,1,Leales,0.017,✅ Programa de fidelización estándar
C01214,170,1,41.35,47.07,372,2.6,4,1,3,Arequipa,Orgánico,1,lost,3,Inactivos,0.934,🚨 Intervención urgente: llamada + descuento 20%
C01215,103,1,83.24,113.99,885,1.0,4,0,6,Lima,Paid Search,1,lost,3,Inactivos,0.96,🚨 Intervención urgente: llamada + descuento 20%
C01216,23,14,377.52,6364.17,222,4.1,3,0,1,Lima,Email,0,champion,0,Champions,0.017,✅ Programa de fidelización estándar
C01217,98,2,79.45,155.45,540,3.5,3,0,2,Arequipa,Directo,0,at_risk,3,Inactivos,0.093,✅ Programa de fidelización estándar
C01218,240,1,77.27,92.75,1504,2.7,3,0,1,Arequipa,Social,0,lost,3,Inactivos,0.277,📧 Newsletter personalizado + recomendaciones
C01219,39,4,171.49,762.26,1178,3.9,4,1,2,Lima,Orgánico,0,loyal,3,Inactivos,0.164,✅ Programa de fidelización estándar
C01220,29,10,190.64,1662.62,1134,3.5,1,1,0,Piura,Social,0,loyal,1,Leales,0.241,✅ Programa de fidelización estándar
C01221,84,6,115.2,544.77,36,3.8,5,1,0,Lima,Social,1,at_risk,3,Inactivos,0.861,🚨 Intervención urgente: llamada + descuento 20%
C01222,11,1,59.37,56.17,359,3.4,3,1,2,Lima,Social,0,new,3,Inactivos,0.072,✅ Programa de fidelización estándar
C01223,105,2,80.39,132.59,112,2.4,1,1,5,Piura,Paid Search,0,lost,3,Inactivos,0.162,✅ Programa de fidelización estándar
C01224,96,1,85.13,135.75,1589,3.0,5,0,0,Lima,Paid Search,0,at_risk,3,Inactivos,0.094,✅ Programa de fidelización estándar
C01225,196,3,78.79,236.1,934,2.8,6,0,2,Arequipa,Paid Search,1,lost,3,Inactivos,0.731,🚨 Intervención urgente: llamada + descuento 20%
C01226,70,4,144.36,687.21,655,4.1,6,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.238,✅ Programa de fidelización estándar
C01227,168,2,65.11,136.72,556,3.3,6,1,4,Lima,Orgánico,1,lost,3,Inactivos,0.673,⚠️ Email win-back + cupón 15%
C01228,67,5,188.18,770.24,1166,4.1,1,1,0,Piura,Orgánico,0,at_risk,3,Inactivos,0.484,⚠️ Email win-back + cupón 15%
C01229,32,8,211.7,1364.35,469,3.5,6,1,1,Lima,Paid Search,0,loyal,1,Leales,0.398,📧 Newsletter personalizado + recomendaciones
C01230,146,3,92.66,353.02,919,2.1,2,0,2,Cusco,Email,0,lost,3,Inactivos,0.488,⚠️ Email win-back + cupón 15%
C01231,127,5,26.54,147.61,791,4.5,2,1,1,Lima,Paid Search,0,at_risk,3,Inactivos,0.844,🚨 Intervención urgente: llamada + descuento 20%
C01232,79,1,174.33,278.57,1053,3.6,6,0,1,Lima,Orgánico,0,at_risk,3,Inactivos,0.159,✅ Programa de fidelización estándar
C01233,8,1,55.29,61.47,1710,3.9,5,0,1,Lima,Directo,1,new,4,Nuevos,0.815,🚨 Intervención urgente: llamada + descuento 20%
C01234,21,19,393.71,7203.12,48,4.7,1,0,0,Arequipa,Directo,0,champion,0,Champions,0.169,✅ Programa de fidelización estándar
C01235,38,8,174.46,1258.12,38,3.9,1,1,1,Lima,Social,0,loyal,1,Leales,0.095,✅ Programa de fidelización estándar
C01236,1,17,177.98,3317.28,1238,4.5,6,0,0,Cusco,Directo,0,champion,2,En Riesgo,0.018,✅ Programa de fidelización estándar
C01237,216,1,61.21,72.18,1091,2.9,4,0,1,Lima,Paid Search,1,lost,3,Inactivos,0.907,🚨 Intervención urgente: llamada + descuento 20%
C01238,153,2,71.25,186.89,752,3.0,3,0,5,Piura,Directo,0,lost,3,Inactivos,0.31,📧 Newsletter personalizado + recomendaciones
C01239,48,11,185.99,2053.36,933,3.6,5,0,1,Lima,Orgánico,1,loyal,1,Leales,0.393,📧 Newsletter personalizado + recomendaciones
C01240,117,2,93.87,191.01,163,2.0,1,1,3,Cusco,Paid Search,0,lost,3,Inactivos,0.069,✅ Programa de fidelización estándar
C01241,66,2,183.47,392.74,1155,4.2,3,0,2,Trujillo,Orgánico,1,at_risk,3,Inactivos,0.897,🚨 Intervención urgente: llamada + descuento 20%
C01242,258,3,46.05,147.25,1202,2.8,6,1,4,Trujillo,Orgánico,1,lost,3,Inactivos,0.891,🚨 Intervención urgente: llamada + descuento 20%
C01243,99,4,187.28,811.05,122,4.3,5,0,1,Cusco,Orgánico,0,at_risk,3,Inactivos,0.083,✅ Programa de fidelización estándar
C01244,48,3,150.23,395.95,831,3.6,1,0,0,Trujillo,Email,1,at_risk,3,Inactivos,0.873,🚨 Intervención urgente: llamada + descuento 20%
C01245,4,1,83.5,109.17,1193,4.0,6,1,2,Arequipa,Social,0,new,4,Nuevos,0.035,✅ Programa de fidelización estándar
C01246,26,14,283.28,4174.61,1348,3.9,2,1,1,Lima,Email,1,loyal,0,Champions,0.14,✅ Programa de fidelización estándar
C01247,23,2,172.95,338.24,893,3.3,1,1,0,Lima,Orgánico,0,loyal,3,Inactivos,0.063,✅ Programa de fidelización estándar
C01248,58,1,120.26,114.4,803,3.7,2,0,2,Piura,Social,0,at_risk,3,Inactivos,0.117,✅ Programa de fidelización estándar
C01249,7,1,117.8,108.02,1646,2.8,6,0,0,Arequipa,Email,1,new,4,Nuevos,0.821,🚨 Intervención urgente: llamada + descuento 20%
C01250,59,5,63.38,305.42,573,3.6,2,1,0,Trujillo,Paid Search,1,at_risk,3,Inactivos,0.098,✅ Programa de fidelización estándar
C01251,9,20,317.03,6221.45,217,4.5,4,0,1,Lima,Email,0,champion,0,Champions,0.542,⚠️ Email win-back + oferta exclusiva VIP
C01252,7,12,145.05,1543.3,165,2.8,6,1,0,Lima,Paid Search,0,loyal,1,Leales,0.028,✅ Programa de fidelización estándar
C01253,64,2,128.34,251.14,195,3.4,6,0,2,Lima,Paid Search,0,at_risk,3,Inactivos,0.171,✅ Programa de fidelización estándar
C01254,20,8,248.72,1801.53,1530,3.6,4,0,0,Arequipa,Directo,1,loyal,1,Leales,0.788,🚨 Intervención urgente: llamada + descuento 20%
C01255,195,3,71.44,216.71,1020,3.6,3,0,4,Lima,Paid Search,0,lost,3,Inactivos,0.266,📧 Newsletter personalizado + recomendaciones
C01256,3,2,89.84,164.49,1200,2.8,5,1,0,Lima,Paid Search,0,new,4,Nuevos,0.099,✅ Programa de fidelización estándar
C01257,37,3,116.8,300.87,274,4.8,3,0,1,Lima,Social,1,at_risk,3,Inactivos,0.911,🚨 Intervención urgente: llamada + descuento 20%
C01258,87,4,154.68,646.68,1236,4.1,4,1,1,Lima,Email,1,at_risk,3,Inactivos,0.3,📧 Newsletter personalizado + recomendaciones
C01259,71,4,105.97,332.51,1062,4.3,3,0,1,Arequipa,Orgánico,1,at_risk,3,Inactivos,0.899,🚨 Intervención urgente: llamada + descuento 20%
C01260,20,15,365.8,6084.96,1489,4.5,5,1,2,Lima,Orgánico,0,champion,0,Champions,0.217,✅ Programa de fidelización estándar
C01261,6,1,90.89,121.52,1209,4.1,5,0,0,Trujillo,Orgánico,0,new,4,Nuevos,0.094,✅ Programa de fidelización estándar
C01262,77,3,87.22,231.05,859,3.6,1,1,1,Lima,Email,0,at_risk,3,Inactivos,0.149,✅ Programa de fidelización estándar
C01263,78,1,86.89,98.13,717,4.3,3,0,2,Lima,Paid Search,0,at_risk,3,Inactivos,0.32,📧 Newsletter personalizado + recomendaciones
C01264,169,1,68.84,86.53,143,2.5,4,1,3,Lima,Orgánico,0,lost,3,Inactivos,0.981,🚨 Intervención urgente: llamada + descuento 20%
C01265,57,4,98.63,296.14,196,3.5,1,0,0,Lima,Directo,0,at_risk,3,Inactivos,0.181,✅ Programa de fidelización estándar
C01266,161,1,104.26,96.58,517,2.4,3,0,4,Lima,Paid Search,1,lost,3,Inactivos,0.8,🚨 Intervención urgente: llamada + descuento 20%
C01267,13,17,270.53,4312.58,466,4.6,6,0,1,Lima,Orgánico,0,champion,0,Champions,0.055,✅ Programa de fidelización estándar
C01268,162,1,53.07,50.9,252,2.7,5,1,7,Arequipa,Paid Search,1,lost,3,Inactivos,0.96,🚨 Intervención urgente: llamada + descuento 20%
C01269,5,1,152.75,208.46,220,4.2,4,0,1,Lima,Email,1,new,4,Nuevos,0.907,🚨 Intervención urgente: llamada + descuento 20%
C01270,184,1,96.26,92.84,605,2.3,6,0,3,Arequipa,Orgánico,1,lost,3,Inactivos,0.968,🚨 Intervención urgente: llamada + descuento 20%
C01271,6,1,138.42,150.05,823,2.9,3,0,0,Cusco,Paid Search,0,new,4,Nuevos,0.189,✅ Programa de fidelización estándar
C01272,24,16,156.75,2274.48,202,4.3,5,0,1,Trujillo,Social,0,loyal,1,Leales,0.113,✅ Programa de fidelización estándar
C01273,98,3,119.6,277.85,1310,3.4,5,1,0,Lima,Paid Search,1,at_risk,3,Inactivos,0.254,📧 Newsletter personalizado + recomendaciones
C01274,74,3,110.82,354.76,1768,4.0,6,0,0,Lima,Paid Search,1,at_risk,3,Inactivos,0.843,🚨 Intervención urgente: llamada + descuento 20%
C01275,71,1,80.35,78.68,479,4.1,3,0,1,Lima,Paid Search,1,at_risk,3,Inactivos,0.897,🚨 Intervención urgente: llamada + descuento 20%
C01276,79,4,136.09,457.5,1554,3.6,3,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.094,✅ Programa de fidelización estándar
C01277,31,6,147.44,760.73,106,3.3,4,0,2,Piura,Orgánico,1,loyal,3,Inactivos,0.925,🚨 Intervención urgente: llamada + descuento 20%
C01278,46,11,257.16,2968.28,644,3.6,1,0,0,Lima,Paid Search,0,loyal,1,Leales,0.004,✅ Programa de fidelización estándar
C01279,90,2,101.29,215.97,255,4.6,5,0,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.117,✅ Programa de fidelización estándar
C01280,25,10,216.04,2504.14,1279,3.3,1,0,1,Arequipa,Orgánico,0,loyal,1,Leales,0.044,✅ Programa de fidelización estándar
C01281,215,1,90.74,94.39,768,2.8,1,0,1,Trujillo,Social,1,lost,3,Inactivos,0.965,🚨 Intervención urgente: llamada + descuento 20%
C01282,29,6,144.67,745.43,1661,3.9,5,1,2,Arequipa,Directo,0,loyal,3,Inactivos,0.372,📧 Newsletter personalizado + recomendaciones
C01283,16,13,392.62,4898.2,970,4.4,3,0,0,Lima,Social,0,champion,0,Champions,0.101,✅ Programa de fidelización estándar
C01284,89,1,144.13,172.16,105,3.6,5,1,0,Lima,Social,0,at_risk,3,Inactivos,0.128,✅ Programa de fidelización estándar
C01285,73,5,177.27,891.3,1086,3.3,6,0,1,Lima,Orgánico,1,at_risk,3,Inactivos,0.895,🚨 Intervención urgente: llamada + descuento 20%
C01286,3,2,100.69,197.77,1647,3.8,1,1,0,Lima,Directo,0,new,4,Nuevos,0.056,✅ Programa de fidelización estándar
C01287,68,4,94.11,270.34,98,3.7,4,0,0,Lima,Orgánico,1,at_risk,3,Inactivos,0.974,🚨 Intervención urgente: llamada + descuento 20%
C01288,19,15,174.82,2530.53,444,4.5,5,0,2,Lima,Directo,0,loyal,1,Leales,0.053,✅ Programa de fidelización estándar
C01289,183,3,87.07,230.4,760,2.7,4,1,1,Lima,Directo,1,lost,3,Inactivos,0.992,🚨 Intervención urgente: llamada + descuento 20%
C01290,88,6,176.37,1036.72,1501,3.6,3,1,0,Lima,Email,0,at_risk,3,Inactivos,0.47,⚠️ Email win-back + cupón 15%
C01291,14,21,205.34,4470.79,391,4.6,3,0,0,Lima,Directo,0,champion,0,Champions,0.061,✅ Programa de fidelización estándar
C01292,107,3,176.22,493.18,899,3.5,6,0,1,Arequipa,Email,1,at_risk,3,Inactivos,0.937,🚨 Intervención urgente: llamada + descuento 20%
C01293,4,1,61.55,63.06,1423,3.4,4,0,0,Arequipa,Paid Search,1,new,4,Nuevos,0.804,🚨 Intervención urgente: llamada + descuento 20%
C01294,57,4,98.66,382.33,1452,4.0,4,1,0,Trujillo,Paid Search,0,at_risk,3,Inactivos,0.906,🚨 Intervención urgente: llamada + descuento 20%
C01295,45,14,188.28,2801.97,1173,3.9,5,1,0,Lima,Email,0,loyal,1,Leales,0.005,✅ Programa de fidelización estándar
C01296,16,10,266.24,3160.22,1101,3.6,3,0,0,Lima,Orgánico,0,loyal,1,Leales,0.009,✅ Programa de fidelización estándar
C01297,21,13,133.2,1614.75,97,3.8,4,1,0,Lima,Email,0,loyal,1,Leales,0.128,✅ Programa de fidelización estándar
C01298,115,3,153.94,525.59,1392,4.0,2,0,1,Arequipa,Directo,1,at_risk,3,Inactivos,0.29,📧 Newsletter personalizado + recomendaciones
C01299,69,2,156.68,295.07,1138,3.9,5,1,0,Trujillo,Orgánico,0,at_risk,3,Inactivos,0.067,✅ Programa de fidelización estándar
C01300,19,9,119.91,936.96,965,4.4,5,0,0,Lima,Social,0,champion,3,Inactivos,0.083,✅ Programa de fidelización estándar
C01301,4,2,114.31,184.75,406,3.7,2,0,1,Piura,Directo,0,new,4,Nuevos,0.401,📧 Newsletter personalizado + recomendaciones
C01302,94,2,99.94,275.15,1438,2.7,3,0,4,Lima,Directo,1,lost,3,Inactivos,0.859,🚨 Intervención urgente: llamada + descuento 20%
C01303,58,3,51.3,151.66,305,4.1,4,1,3,Lima,Directo,1,at_risk,3,Inactivos,0.458,⚠️ Email win-back + cupón 15%
C01304,206,2,67.68,136.96,797,3.3,4,1,1,Trujillo,Paid Search,1,lost,3,Inactivos,0.92,🚨 Intervención urgente: llamada + descuento 20%
C01305,23,18,320.92,6251.88,979,4.6,3,1,3,Cusco,Directo,0,champion,0,Champions,0.061,✅ Programa de fidelización estándar
C01306,18,2,127.46,294.77,234,4.2,2,0,1,Trujillo,Social,1,at_risk,3,Inactivos,0.918,🚨 Intervención urgente: llamada + descuento 20%
C01307,192,3,108.51,333.47,774,2.4,2,0,7,Trujillo,Orgánico,1,lost,3,Inactivos,0.981,🚨 Intervención urgente: llamada + descuento 20%
C01308,237,3,58.31,170.47,1118,3.2,2,1,3,Lima,Paid Search,1,lost,3,Inactivos,0.987,🚨 Intervención urgente: llamada + descuento 20%
C01309,237,3,70.74,217.19,940,2.5,5,1,3,Trujillo,Email,1,lost,3,Inactivos,0.951,🚨 Intervención urgente: llamada + descuento 20%
C01310,24,7,179.62,1332.52,1132,3.8,4,1,0,Lima,Orgánico,1,loyal,1,Leales,0.851,🚨 Intervención urgente: llamada + descuento 20%
C01311,4,2,78.5,192.42,1579,3.9,1,0,0,Cusco,Email,1,new,4,Nuevos,0.694,⚠️ Email win-back + cupón 15%
C01312,47,12,180.98,2478.68,354,3.7,5,1,2,Lima,Email,1,loyal,1,Leales,0.889,🚨 Intervención urgente: llamada + descuento 20%
C01313,9,1,101.78,93.42,407,3.8,5,1,1,Trujillo,Orgánico,1,new,4,Nuevos,0.56,⚠️ Email win-back + cupón 15%
C01314,6,1,100.93,89.31,846,4.0,4,0,1,Lima,Email,0,new,4,Nuevos,0.713,🚨 Intervención urgente: llamada + descuento 20%
C01315,2,11,174.2,2181.75,710,3.7,3,0,1,Arequipa,Social,0,loyal,2,En Riesgo,0.155,✅ Programa de fidelización estándar
C01316,219,2,38.18,105.96,700,3.3,6,0,5,Lima,Paid Search,0,lost,3,Inactivos,0.572,⚠️ Email win-back + cupón 15%
C01317,11,21,284.47,5568.71,657,4.3,4,1,0,Trujillo,Orgánico,0,champion,0,Champions,0.015,✅ Programa de fidelización estándar
C01318,106,1,142.02,161.78,1399,4.5,3,1,0,Lima,Orgánico,0,at_risk,3,Inactivos,0.448,📧 Newsletter personalizado + recomendaciones
C01319,113,7,139.31,1057.71,1047,4.8,4,1,1,Lima,Paid Search,1,at_risk,3,Inactivos,0.921,🚨 Intervención urgente: llamada + descuento 20%
C01320,132,4,137.05,494.8,1757,3.6,5,1,0,Lima,Directo,0,at_risk,3,Inactivos,0.172,✅ Programa de fidelización estándar
C01321,7,1,78.08,75.7,464,3.6,6,0,1,Lima,Orgánico,0,new,4,Nuevos,0.291,📧 Newsletter personalizado + recomendaciones
C01322,148,1,30.94,25.81,1748,2.3,2,1,2,Cusco,Email,0,lost,3,Inactivos,0.228,✅ Programa de fidelización estándar
C01323,68,5,163.32,800.65,914,3.9,5,1,0,Lima,Orgánico,1,at_risk,3,Inactivos,0.861,🚨 Intervención urgente: llamada + descuento 20%
C01324,97,1,82.44,66.85,1431,3.6,5,1,0,Piura,Paid Search,0,lost,3,Inactivos,0.124,✅ Programa de fidelización estándar
